FOLDERYEAR,BusinessName,BusinessTradeName,BusinessType,BusinessSubType,Address,City,LocalArea,NumberofEmployees,FeePaid
24,1040653 BC Ltd,Naz's Prescription Plus Pharmacy,Retail Dealer - Food,Small Pharmacy,6410 MAIN ST,Vancouver,Sunset,14.0,335.0
24,1082962 BC Ltd,Shop N Save,Retail Dealer - Food,Other,2136 W 41ST AV,Vancouver,Kerrisdale,5.0,335.0
24,7-Eleven Canada Inc,7-Eleven Store #37850H,Retail Dealer - Food,Convenience Store,5702 GRANVILLE ST,Vancouver,Oakridge,6.0,335.0
24,7-Eleven Canada Inc,7-Eleven Store #37855H,Retail Dealer - Food,Convenience Store,4064 FRASER ST,Vancouver,Kensington-Cedar Cottage,6.0,335.0
24,7-Eleven Canada Inc,7-Eleven Store #37863H,Retail Dealer - Food,Convenience Store,3312 GRANDVIEW HIGHWAY,Vancouver,Renfrew-Collingwood,6.0,335.0
24,7-Eleven Canada Inc,7-Eleven Store #37880H,Retail Dealer - Food,Convenience Store,6525 OAK ST,Vancouver,Oakridge,6.0,335.0
24,1066397 BC Ltd,The Pharmacy Kitsilano Pharmachoice,Retail Dealer - Food,Small Pharmacy,2955 W BROADWAY,Vancouver,Kitsilano,2.0,335.0
24,The Drive Smoke Shop Ltd,,Retail Dealer - Food,Convenience Store,2064 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,2.0,335.0
24,Homestead Holdings Inc,Booster Juice,Retail Dealer - Food,Other,555 W HASTINGS ST,Vancouver,Downtown,1.0,335.0
24,Rexall Pharmacies (BC) ULC,Rexall Drug Store #7182,Retail Dealer - Food,Pharmacy,1173 Unit 88 W PENDER ST,Vancouver,Downtown,17.0,335.0
24,Robin's Pharmacy Ltd,Robin's Pharmacy,Retail Dealer - Food,Small Pharmacy,908 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,10.0,335.0
24,Vito Masi Giancarlo Masi & Eugenio Masi,Columbus Meat Market,Retail Dealer - Food,Butcher/Seafood,1310 NANAIMO ST,Vancouver,Hastings-Sunrise,38.0,335.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2228,Retail Dealer - Food,Pharmacy,7160 KERR ST,Vancouver,Killarney,22.0,335.0
24,Pure Integrative Pharmacy,Pure Integrative Pharmacy #5,Retail Dealer - Food,Small Pharmacy,2685 W BROADWAY,Vancouver,Kitsilano,4.0,335.0
24,Canadian Vegan Supply Ltd,Vegan Supply,Retail Dealer - Food,Other,250 E PENDER ST,Vancouver,Strathcona,20.0,335.0
24,Busy De's Home and Garden Ltd,Windermere Market,Retail Dealer - Food,Convenience Store,799 WINDERMERE ST,Vancouver,Hastings-Sunrise,2.0,335.0
24,0837312 BC Ltd,Pharmatrust Pharmacy #2,Retail Dealer - Food,Small Pharmacy,178 KEEFER ST,Vancouver,Downtown,5.0,335.0
24,1147702 BC Ltd,West Side Smokes n Vapes,Retail Dealer - Food,Other,2750 W BROADWAY,Vancouver,Kitsilano,5.0,335.0
24,Reach Centre Association,Reach Community Health Centre,Retail Dealer - Food,Pharmacy,1145 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,8.0,335.0
24,A & B Mini Mart Ltd,Main Mini Mart,Retail Dealer - Food,Convenience Store,249 MAIN ST,Vancouver,Downtown,2.0,408.0
24,Dhaka Bazar Plus Limited,Dhaka Bazar Plus,Retail Dealer - Food,Butcher/Seafood,6011 FRASER ST,Vancouver,Sunset,4.0,335.0
24,1129695 BC Ltd,Carley BBQ & Hot Pot Supplies,Retail Dealer - Food,Butcher/Seafood,257 E GEORGIA ST,Vancouver,Strathcona,6.0,335.0
24,Jason Park & Minjeong Kim,Universal Smoke Shop (No 1),Retail Dealer - Food,Convenience Store,150 Unit 999 CANADA PLACE,Vancouver,Downtown,2.0,335.0
24,Pharmasave,Pharmasave Health Centre #058,Retail Dealer - Food,Small Pharmacy,102 Unit 2048 W 41ST AV,Vancouver,Kerrisdale,4.0,335.0
24,1159714 BC Ltd,Farm To Table Market,Retail Dealer - Food,Convenience Store,1312 RICHARDS ST,Vancouver,,6.0,335.0
24,1162736 BC Ltd,International News,Retail Dealer - Food,Convenience Store,110 Unit 550 BURRARD ST,Vancouver,Downtown,2.0,832.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2245,Retail Dealer - Food,Pharmacy,748 BURRARD ST,Vancouver,Downtown,42.0,335.0
24,Suki's,Suki's,Retail Dealer - Food,Other,233 Unit 1030 W GEORGIA ST,Vancouver,West End,50.0,335.0
24,Thi P Danh (Thi Danh),VN Convenience Store,Retail Dealer - Food,Convenience Store,210 Unit 345 ROBSON ST,Vancouver,Downtown,2.0,335.0
24,Suleyman Murat Dincer (Suleyman Dincer),Koko Monk Chocolates,Retail Dealer - Food,Confections,2883 W BROADWAY,Vancouver,Kitsilano,3.0,335.0
24,1160523 BC Ltd,Shaughnessy Pharmacy,Retail Dealer - Food,Small Pharmacy,1265 W BROADWAY,Vancouver,Fairview,4.0,335.0
24,Spring Supermarket Ltd,,Retail Dealer - Food,Convenience Store,108 Unit 50 E HASTINGS ST,Vancouver,Downtown,3.0,408.0
24,Novara Pharmling Consulting Inc,Wellness Pharmacy,Retail Dealer - Food,Small Pharmacy,3482 MAIN ST,Vancouver,Riley Park,10.0,335.0
24,SK 62 Retail Ltd,Discount Super Store,Retail Dealer - Food,Other,692 SEYMOUR ST,Vancouver,Downtown,2.0,377.0
24,Sonia Lucia Zebadua Perez (Sonia Perez),Cardero Bottega,Retail Dealer - Food,Other,1016 CARDERO ST,Vancouver,West End,3.0,377.0
24,Livia Sweets Ltd,,Retail Dealer - Food,Bakery,1399 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,28.0,335.0
24,1184484 BC Ltd,Shefield Express #78,Retail Dealer - Food,Convenience Store,0004 Unit 701 W GEORGIA ST,Vancouver,Downtown,2.0,335.0
24,Vacaville Smoke N Vape Ltd,,Retail Dealer - Food,Convenience Store,3903 KNIGHT ST,Vancouver,Kensington-Cedar Cottage,1.0,335.0
24,(Amirhossein Ahmadi),Foodness Supermarket,Retail Dealer - Food,Convenience Store,927 SEYMOUR ST,Vancouver,Downtown,1.0,335.0
24,(Naeem Khan),Super Save,Retail Dealer - Food,Convenience Store,105 E HASTINGS ST,Vancouver,Downtown,4.0,377.0
24,London Drugs,London Drugs #90,Retail Dealer - Food,Pharmacy,201 Unit 1431 CONTINENTAL ST,Vancouver,Downtown,47.0,335.0
24,Ama Dough Enterprises Ltd,,Retail Dealer - Food,Other,2538 KINGSWAY,Vancouver,Renfrew-Collingwood,8.0,335.0
24,(Angie Buonassisi),Joyviva,Retail Dealer - Food,Vitamins/Health Food,301 Unit 1788 W BROADWAY,Vancouver,Fairview,2.0,335.0
24,Eastside Food Store Ltd,,Retail Dealer - Food,Convenience Store,477 POWELL ST,Vancouver,Strathcona,2.0,335.0
24,Kansas Enterprises (Franchises) Ltd,Express News Convenience,Retail Dealer - Food,Convenience Store,70 SMITHE ST,Vancouver,Downtown,2.0,335.0
24,Moti Vape Ltd,M Vape,Retail Dealer - Food,Other,575 W PENDER ST,Vancouver,Downtown,2.0,335.0
24,Pinch Torres Cigar Limited,2000 Cigars,Retail Dealer - Food,Other,881 DUNSMUIR ST,Vancouver,Downtown,2.0,335.0
24,The Oxygen Mart Ltd,,Retail Dealer - Food,Convenience Store,Unit 1093 GRANVILLE ST,Vancouver,Downtown,3.0,335.0
24,Kieboom Enterprises Ltd,LocalBoom,Retail Dealer - Food,Other,504 E BROADWAY,Vancouver,Mount Pleasant,1.0,335.0
24,(Russell Fryer),Fruitfull Offices,Retail Dealer - Food,Other,,Vancouver,Kensington-Cedar Cottage,1.0,335.0
24,Mabuhay Supermarket and Garden Produce Ltd,,Retail Dealer - Food,Produce,3369 KINGSWAY,Vancouver,Renfrew-Collingwood,5.0,377.0
24,1255632 BC Ltd,Luckys Exotic Bodega,Retail Dealer - Food,Convenience Store,1361 E 41ST AV,Vancouver,Kensington-Cedar Cottage,3.0,377.0
24,Dank Mart Ltd,,Retail Dealer - Food,Convenience Store,805 THURLOW ST,Vancouver,West End,5.0,335.0
24,Nextgen Health Corporation,,Retail Dealer - Food,Vitamins/Health Food,,Vancouver,,1.0,335.0
24,Eastwest Market Inc,,Retail Dealer - Food,Produce,2183 W 41ST AV,Vancouver,Arbutus-Ridge,9.0,335.0
24,MK 1 Holdings Ltd,The Source Bulk Foods Kitsilano,Retail Dealer - Food,Other,2699 W BROADWAY,Vancouver,Kitsilano,6.0,335.0
24,Shell,Shell 49th & Kerr,Retail Dealer - Food,Convenience Store,3114 E 49TH AV,Vancouver,Killarney,6.0,408.0
24,Pharmasave,Pharmasave #1088,Retail Dealer - Food,Small Pharmacy,3 Unit 555 W 12TH AV,Vancouver,Fairview,5.0,335.0
24,Collingwood Neighbourhood House Society,RISE CHC Pharmacy,Retail Dealer - Food,Small Pharmacy,5198 JOYCE ST,Vancouver,Renfrew-Collingwood,3.0,335.0
24,Pacific Heights Holdings Ltd,Forest,Retail Dealer - Food,Vitamins/Health Food,579 W PENDER ST,Vancouver,Downtown,2.0,335.0
24,1299142 BC Ltd,Sue's Grocery,Retail Dealer - Food,Convenience Store,5895 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,2.0,421.0
24,1320327 BC Ltd,Li Sha Produce,Retail Dealer - Food,Produce,5733 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,2.0,335.0
24,Tao Tao Chickens Farm Ltd,Tao Tao Chickens,Retail Dealer - Food,Other,5817 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,2.0,335.0
24,Kinfolk Foods Ltd,,Retail Dealer - Food,Other,,Vancouver,Mount Pleasant,1.0,335.0
24,Sandy M Feng Leong (Sandy Feng Leong),Lindas Grocery,Retail Dealer - Food,Convenience Store,3855 RUPERT ST,Vancouver,Renfrew-Collingwood,1.0,377.0
24,(Alice Chung),Alive Health Centre and Supplements Plus,Retail Dealer - Food,Vitamins/Health Food,2246 W 41ST AV,Vancouver,Kerrisdale,3.0,335.0
24,1339131 BC Ltd,Aeryon Ashlie Wellness,Retail Dealer - Food,Vitamins/Health Food,,Vancouver,Kitsilano,1.0,335.0
24,Pharmasave,Pharmasave #1037,Retail Dealer - Food,Small Pharmacy,2140 MAIN ST,Vancouver,,4.0,335.0
24,Lancaster Medical Supplies & Prescriptions Ltd,Lancaster Medical Supplies & Prescriptions #1,Retail Dealer - Food,Small Pharmacy,U1 Unit 601 W Broadway,Vancouver,Fairview,6.0,335.0
24,1276094 BC Ltd,Lotus Garden,Retail Dealer - Food,Convenience Store,2746 KINGSWAY,Vancouver,Renfrew-Collingwood,1.0,335.0
24,Sam's Pharmacy Ltd,,Retail Dealer - Food,Small Pharmacy,465 MAIN ST,Vancouver,Downtown,3.0,335.0
24,(Stephen Gilmour),Earthstar Wildfoods,Retail Dealer - Food,Produce,,Vancouver,West End,1.0,335.0
24,Pure Integrative Pharmacy,Pure Integrative Pharmacy #4,Retail Dealer - Food,Small Pharmacy,3533 W 4TH AV,Vancouver,Kitsilano,7.0,335.0
24,Eric C Feige (Eric Feige),Hooked on Fish,Retail Dealer - Food,Butcher/Seafood,4513 W 10TH AV,Vancouver,West Point Grey,1.0,335.0
24,Finlandia Natural Pharmacy Corp,Finlandia Natural Pharmacy,Retail Dealer - Food,Small Pharmacy,1111 W BROADWAY,Vancouver,Fairview,5.0,335.0
24,1336546 BC Ltd,Marvella's Mini Mart,Retail Dealer - Food,Convenience Store,3673 E HASTINGS ST,Vancouver,Hastings-Sunrise,2.0,335.0
24,Granville Pharmacy Inc,Granville Pharmacy,Retail Dealer - Food,Pharmacy,1146 GRANVILLE ST,Vancouver,Downtown,7.0,335.0
24,Cheryl A Ward & Gary J Ward,The Storehouse,Retail Dealer - Food,Other,4332 MAIN ST,Vancouver,Riley Park,4.0,335.0
24,Rizwana Rafique,Rizwana Rafique,Retail Dealer - Food,Convenience Store,255 POWELL ST,Vancouver,Strathcona,1.0,335.0
24,Ocir Consulting Inc,Golden Star Supermarket,Retail Dealer - Food,Convenience Store,6414 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,4.0,335.0
24,1203616 BC Ltd,Pharmacy24 #4,Retail Dealer - Food,Small Pharmacy,4973 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,3.0,335.0
24,Ayesha Enterprises Inc,Ayesha Market,Retail Dealer - Food,Convenience Store,136 E HASTINGS ST,Vancouver,Downtown,1.0,335.0
24,Finlandia 2.0 Health Balance Corp,,Retail Dealer - Food,Vitamins/Health Food,1111 W BROADWAY,Vancouver,Fairview,10.0,335.0
24,Shoppers Drug Mart,Shoppers Drug Mart #238,Retail Dealer - Food,Pharmacy,3020 W BROADWAY,Vancouver,Kitsilano,56.0,335.0
24,681000 BC Ltd,Marine Drive Husky Market,Retail Dealer - Food,Convenience Store,709 SW MARINE DRIVE,Vancouver,Marpole,6.0,335.0
24,NR Trading Company Ltd,Bangla Bazar Halal Grocery Store,Retail Dealer - Food,Butcher/Seafood,6657 MAIN ST,Vancouver,Sunset,3.0,377.0
24,Midcity General Store Ltd,Midcity General Store,Retail Dealer - Food,Convenience Store,142 E HASTINGS ST,Vancouver,Downtown,2.0,335.0
24,Multiverse Investments Ltd,City Avenue Market,Retail Dealer - Food,Produce,3151 W BROADWAY,Vancouver,Kitsilano,10.0,335.0
24,Naz's Pharmacy No. 1 Ltd,Naz’s Pharmacy No. 1 Ltd,Retail Dealer - Food,Small Pharmacy,108 Unit 5990 FRASER ST,Vancouver,Sunset,5.0,335.0
24,Salty Sugar Patisserie Ltd,,Retail Dealer - Food,Bakery,6947 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,7.0,335.0
24,Bhumi Holdings Inc,Quick Stop,Retail Dealer - Food,Convenience Store,3000 CAMBIE ST,Vancouver,Mount Pleasant,4.0,335.0
24,Rapid Retail Canada Inc,DashMart Canada,Retail Dealer - Food,Other,1488 FRANCES ST,Vancouver,Grandview-Woodland,12.0,335.0
24,Tuan Hang Grocery Ltd,Tuan Hang Market,Retail Dealer - Food,Other,5022 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,2.0,335.0
24,Pharmasave,Pharmasave # 87,Retail Dealer - Food,Pharmacy,1070 Howe St,Vancouver,Downtown,3.0,335.0
24,Vivat Enterprises Ltd,Laduree,Retail Dealer - Food,Other,Kiosk Unit 701 W GEORGIA ST,Vancouver,Downtown,3.0,335.0
24,Stephanie R Schneider & Tal Kinstlich,Kosher Food Warehouse BC,Retail Dealer - Food,,612 KINGSWAY,Vancouver,Mount Pleasant,2.0,335.0
24,Dollarama,Dollarama #1373,Retail Dealer - Food,Other,127 E BROADWAY,Vancouver,Mount Pleasant,15.0,335.0
24,Tastory Ltd,Tastory Halal Store,Retail Dealer - Food,Produce,1391 E 33RD AV,Vancouver,Kensington-Cedar Cottage,5.0,377.0
24,1370568 BC Ltd,One Stop Shop,Retail Dealer - Food,Produce,4 Unit 780 NELSON ST,Vancouver,Downtown,6.0,335.0
24,Serene Enterprises Ltd,Main Food Stop,Retail Dealer - Food,Convenience Store,1275 MAIN ST,Vancouver,Downtown,3.0,408.0
24,1360316 BC LTD,Mount Pleasant Pharmacy,Retail Dealer - Food,Small Pharmacy,93 KINGSWAY,Vancouver,Mount Pleasant,2.0,335.0
24,Koyla Smoke Shop Inc,Koyla Smoke Shop,Retail Dealer - Food,Convenience Store,1344 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,1.0,335.0
24,Pharmasave,Pharmasave Health Centre #063,Retail Dealer - Food,Small Pharmacy,2580 GRANVILLE ST,Vancouver,Fairview,3.0,335.0
24,1316594 BC Ltd,Day to Day Grocery & Produce,Retail Dealer - Food,Other,6169 FRASER ST,Vancouver,Sunset,5.0,335.0
24,La Raina Foods Inc,OK Market,Retail Dealer - Food,Convenience Store,5125 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,4.0,335.0
24,Sahib Sewa Trading inc,Smoke Valley,Retail Dealer - Food,Other,1378 W GEORGIA ST,Vancouver,West End,3.0,335.0
24,1351109 BC Ltd,Health Hub Pharmacy,Retail Dealer - Food,Small Pharmacy,5848 FRASER ST,Vancouver,Sunset,3.0,335.0
24,Heyan Enterprise Ltd,INS Market,Retail Dealer - Food,Convenience Store,655 SEYMOUR ST,Vancouver,Downtown,1.0,335.0
24,Ranganayak Laxman Enterprises Inc,Cambie Market,Retail Dealer - Food,Convenience Store,5534 CAMBIE ST,Vancouver,Riley Park,1.0,335.0
24,(Peta Manuel),Little Goat Coffee,Retail Dealer - Food,Other,,Vancouver,Hastings-Sunrise,1.0,335.0
24,Dundas KK Market Inc,,Retail Dealer - Food,Convenience Store,2177 DUNDAS ST,Vancouver,Grandview-Woodland,2.0,335.0
24,(Xingyuan Li),Milamoon,Retail Dealer - Food,Convenience Store,2253 W 41ST AV,Vancouver,Arbutus-Ridge,2.0,377.0
24,Ternice Web Service Ltd,Husky Gas Station,Retail Dealer - Food,Convenience Store,6808 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,5.0,335.0
24,Sarah N Bromfield (Sarah Bromfield),Georgia General,Retail Dealer - Food,Other,706 VICTORIA DRIVE,Vancouver,Grandview-Woodland,2.0,335.0
24,Shri Laxmi Enterprises Ltd,Laxmi Convenience Store,Retail Dealer - Food,Convenience Store,567 E HASTINGS ST,Vancouver,Strathcona,2.0,335.0
24,Ezymart Convenience Ltd,Ezymart,Retail Dealer - Food,Convenience Store,1092 W BROADWAY,Vancouver,Fairview,3.0,377.0
24,ARTISAN SMOKE SHOP 2 LIMITED,,Retail Dealer - Food,Convenience Store,2347 E HASTINGS STREET,Vancouver,Grandview-Woodland,4.0,481.0
24,1171613 BC Ltd,Smoke 2 Snack,Retail Dealer - Food,Convenience Store,562 W BROADWAY,Vancouver,Fairview,4.0,335.0
24,Polo Farmers Market Ltd,Polo Farmers Market,Retail Dealer - Food,Produce,5753 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,5.0,377.0
24,1377066 BC Ltd,Express News Convenience,Retail Dealer - Food,Convenience Store,1 Unit 2889 GRANDVIEW HIGHWAY,Vancouver,Renfrew-Collingwood,2.0,450.0
24,UVA ENTERPRISE CORP.,BITE OF MEXICAN,Retail Dealer - Food,Convenience Store,210 KEEFER STREET,Vancouver,Strathcona,1.0,335.0
24,1411449 BC LTD,Save & Stay Food Store,Retail Dealer - Food,Convenience Store,6495 KNIGHT ST,Vancouver,Sunset,1.0,335.0
24,Happy Farm Market Kerrisdale Inc,Happy Farm Market,Retail Dealer - Food,Produce,6007 WEST BOULEVARD,Vancouver,Kerrisdale,5.0,335.0
24,Shell,Shell,Retail Dealer - Food,Convenience Store,1896 E HASTINGS ST,Vancouver,Grandview-Woodland,8.0,335.0
24,Soleil Industrial Inc,Golden Tea Leaf Co,Retail Dealer - Food,Other,600 Unit 1285 W BROADWAY,Vancouver,Fairview,2.0,335.0
24,City View Enterprises Inc,,Retail Dealer - Food,Convenience Store,150 W HASTINGS ST,Vancouver,Downtown,2.0,335.0
24,1403995 BC Ltd,Fraser Neighbourhood Pharmacy,Retail Dealer - Food,Pharmacy,3373 FRASER ST,Vancouver,Riley Park,4.0,377.0
24,PAKHAL GROUP. INC.,Elite Mart,Retail Dealer - Food,Convenience Store,2590 COMMERCIAL DRIVE,Vancouver,Kensington-Cedar Cottage,3.0,481.0
24,Shell,SHELL,Retail Dealer - Food,Convenience Store,2103 W BROADWAY,Vancouver,Kitsilano,10.0,335.0
24,DMD Enterprises Ltd,Marstin Billiards,Retail Dealer - Food,Other,200 Unit 2211 KINGSWAY,Vancouver,Kensington-Cedar Cottage,4.0,377.0
24,Drug Smart Inc.,Kensington Pharmacy,Retail Dealer - Food,Small Pharmacy,916 KINGSWAY,Vancouver,,2.0,335.0
24,1087836 BC Ltd,Dollarpapa,Retail Dealer - Food,Other,980 W KING EDWARD AV,Vancouver,South Cambie,7.0,335.0
24,Agnese Crescenzo & Nina Crescenzo,Bianca Maria Italian Foods,Retail Dealer - Food,,2469 E HASTINGS ST,Vancouver,Hastings-Sunrise,8.0,335.0
24,(Aaron Fisher),Italianotonight.com,Retail Dealer - Food,Other,,Vancouver,Killarney,1.0,335.0
24,Famous Foods Markets Ltd,Famous Foods,Retail Dealer - Grocery,,4095 PERRY ST,Vancouver,Kensington-Cedar Cottage,66.0,1076.0
24,Whole Foods Market,Whole Foods Market,Retail Dealer - Grocery,,510 W 8TH AV,Vancouver,Fairview,220.0,1076.0
24,Green's Organic And Natural Food Market Inc,Green's Market,Retail Dealer - Grocery,,1978 W BROADWAY,Vancouver,Kitsilano,37.0,1184.0
24,Dalina Investments Inc,Dalina,Retail Dealer - Grocery,,687 MAIN ST,Vancouver,Downtown,15.0,1076.0
24,10304620 Canada Limited,Davie Street Your Independent Grocer,Retail Dealer - Grocery,,1255 DAVIE ST,Vancouver,West End,130.0,1184.0
24,10668281 Canada Limited,Miller's Your Independent Grocer,Retail Dealer - Grocery,,7190 KERR ST,Vancouver,Killarney,109.0,1184.0
24,Safeway,Safeway West Fourth and Vine,Retail Dealer - Grocery,,2315 W 4th Avenue,Vancouver,Kitsilano,111.0,1171.0
24,Safeway,Safeway,Retail Dealer - Grocery,,1780 E BROADWAY,Vancouver,Kensington-Cedar Cottage,185.0,1171.0
24,Safeway,Safeway,Retail Dealer - Grocery,,2733 W BROADWAY,Vancouver,Kitsilano,113.0,1171.0
24,1116089 BC Ltd,HNS Hannam Supermarket Robson,Retail Dealer - Grocery,,202 Unit 1323 ROBSON ST,Vancouver,West End,35.0,1076.0
24,T & T Supermarket,T & T Supermarket,Retail Dealer - Grocery,,2206 KINGSWAY,Vancouver,Kensington-Cedar Cottage,120.0,1076.0
24,Sungiven Foods Canada Inc,Sungiven Foods,Retail Dealer - Grocery,,3301 W BROADWAY,Vancouver,Kitsilano,31.0,1184.0
24,11245171 Canada Inc,No Frills,Retail Dealer - Grocery,,1688 W 4TH AV,Vancouver,Fairview,75.0,1076.0
24,(Michiel Fontaine),No Frills,Retail Dealer - Grocery,,1460 E HASTINGS ST,Vancouver,Grandview-Woodland,70.0,1076.0
24,Save-On-Foods,Save-On-Foods #961,Retail Dealer - Grocery,,2880 BENTALL ST,Vancouver,Renfrew-Collingwood,75.0,1257.0
24,Save-On-Foods,Save-On-Foods #2219,Retail Dealer - Grocery,,2949 MAIN ST,Vancouver,Mount Pleasant,92.0,1193.0
24,Pattison Food Group Ltd,Urban Fare,Retail Dealer - Grocery,,305 BUTE ST,Vancouver,Downtown,80.0,1149.0
24,Pattison Food Group Ltd,Choices Markets,Retail Dealer - Grocery,,1045 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,38.0,1076.0
24,Pattison Food Group Ltd,Choices Markets,Retail Dealer - Grocery,,1202 RICHARDS ST,Vancouver,Downtown,54.0,1076.0
24,Save-On-Foods,Save-On-Foods #940,Retail Dealer - Grocery,,1403 E KING EDWARD AV,Vancouver,Kensington-Cedar Cottage,105.0,1149.0
24,Danny's Inn Ltd,Danny's Inn,Rooming House,,317 CAMBIE ST,Vancouver,Downtown,4.0,832.0
24,Southwood Ventures Inc,Wonder Motel,Rooming House,,50 E CORDOVA ST,Vancouver,Downtown,1.0,1638.0
24,(Sanjay Mehta),,Real Estate Dealer,,102 Unit 1401 W Broadway,Vancouver,Fairview,3.0,250.0
24,Frederick Charm-Man Lee (Frederick Lee),Sunrise Realty,Real Estate Dealer,,,Vancouver,Killarney,1.0,250.0
24,Oak West Realty Ltd,,Real Estate Dealer,,2300 Birch St,Vancouver,Fairview,8.0,250.0
24,RDG Properties Inc,,Real Estate Dealer,,899 W 8TH AV,Vancouver,Fairview,1.0,250.0
24,Vancouver Management Ltd,,Real Estate Dealer,,205 Unit 2025 W 42ND AV,Vancouver,Kerrisdale,14.0,292.0
24,Edward Wong & Associates Realty Inc,,Real Estate Dealer,,105 Unit 1525 W 8TH AV,Vancouver,Fairview,3.0,250.0
24,Terra Property Management Ltd,,Real Estate Dealer,,2nd Floor Unit 2750 RUPERT ST,Vancouver,Renfrew-Collingwood,17.0,250.0
24,Manyee Lui Realty Ltd,Manyee Lui PREC*,Real Estate Dealer,,2105 W 38th Av,Vancouver,Arbutus-Ridge,3.0,292.0
24,Commercial Real Estate Services Ltd,,Real Estate Dealer,,920 Unit 475 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,CBRE Limited,,Real Estate Dealer,,2500 Unit 1021 W HASTINGS ST,Vancouver,Downtown,140.0,250.0
24,A C T Mercantile Corporation,ANK Properties,Real Estate Dealer,,1602 HORNBY ST,Vancouver,Downtown,3.0,250.0
24,One Percent Realty Ltd,,Real Estate Dealer,,202 Unit 505 HAMILTON ST,Vancouver,Downtown,4.0,250.0
24,Canreal Management Corporation,,Real Estate Dealer,,409 Unit 808 Nelson st,Vancouver,Downtown,15.0,250.0
24,Coronet Realty Ltd,,Real Estate Dealer,,3582 E HASTINGS ST,Vancouver,Hastings-Sunrise,3.0,250.0
24,Presidio Professional Real Estate Services Inc,,Real Estate Dealer,,306 Unit 1055 W Broadway,Vancouver,Fairview,3.0,250.0
24,Global Properties Incorporated,K.E. Worldwide Real Estate Services,Real Estate Dealer,,858 Kingsway,Vancouver,Kensington-Cedar Cottage,2.0,292.0
24,Swissreal Real Estate Services Ltd,,Real Estate Dealer,,1510 Unit 475 HOWE ST,Vancouver,Downtown,4.0,250.0
24,Caron Realty Corporation,,Real Estate Dealer,,,Vancouver,Dunbar-Southlands,1.0,250.0
24,Commercial Tenant Advisory Group Ltd,Commercial Tenant Advisory Group,Real Estate Dealer,,280 Unit 830 W PENDER ST,Vancouver,Downtown,1.0,250.0
24,TRG The Residential Group Downtown Realty Ltd,TRG The Residential Group Downtown Realty,Real Estate Dealer,,849 HOMER ST,Vancouver,Downtown,1.0,250.0
24,Metro Core Realty Ltd,,Real Estate Dealer,,701 Unit 1030 W GEORGIA ST,Vancouver,West End,5.0,250.0
24,Domicile Real Estate Corp,,Real Estate Dealer,,102 Unit 2524 CYPRESS ST,Vancouver,Kitsilano,2.0,250.0
24,Corbel Commercial Inc,Corbel Commercial Real Estate Services,Real Estate Dealer,,632 CITADEL PARADE,Vancouver,Downtown,5.0,250.0
24,Porte Realty Ltd,,Real Estate Dealer,,100 Unit 33 E 8TH AV,Vancouver,Mount Pleasant,9.0,250.0
